ms,split,text,Topic,Count,t1,t2,t3,t4
076,4,عند السلطان وتقف عليه الرجال فما كون فيه فضل عن الدفاع عن نفسه فخربت اعمال الدولة وقل ارتفاعها وتغلب في نسخة ا المخابز وما اييته من نسخة و ب و چ في تسخة ا وبطلبرا وما اييته من نسخة ب تليس التليس والتلية كيس الحساب ويقال وضع الدفتر في التلية اي في الكيس انظر معجم الوافي لعبد الله البستاتي وت,1,1657,الوافي,ترجمة,الدرر,المخطوط
077,0,لس في نسخة ا الحن وما انبته من تسحة ب في نسفةو ا سوقهم وفينستوج سرقهم وما انبته من تسخة ب في تسخة ا وبوقعوا به الطير عليه وما اييته من تسخة ب يوجد بهامش الصفحة في نسخة ا في المقابل اللهم عافنا الارتفاع هو ميلغ ما يتحصل من المال لديوان من دواوين الدولة او هو مجموع الاموال الديوانية كلها,1,1657,الوافي,ترجمة,الدرر,المخطوط
078,0,ب وهو الصحيح القيض المثل والبديل لسان العرب لاين منظرر قيض في نسخة ا وتسخة و ج فيرمه بيرمهم واحيانهم والصحيح ما اييته من تستة پ في تسخة ا وكانت في نسخة وا ححم وما اءيته من نسخةوب مابين الممقرفتين زبادة من نتةوب وتسقةوچ سورة النمل الاية غلاء ثان في زمن المسعتصر م وقع في ايام المستنصر الغلاء الذي فحش,1,1657,الوافي,ترجمة,الدرر,المخطوط
080,0,الوالي وتهدهه وتوعده واقسم له بالله جلت قدرته انه ان لم يظهر الخيز في الاسواق ويتحل السعر ضرب ما بين المعقوفتين زيادة من تسخة ب صاحب السبيل مغل هذه الوظيفة غير وارد في ياب الادارة الحكرمية زمن الفاطميين بكتاب صيح الاعشي للقلقشندي مابين العقرفتين زبادةمن نستةوپ في نسخة و ا عليها والصحيحماانته من نسخةوب وتسخةوچ امتعض له غضب له وهق,1,1657,الوافي,ترجمة,الدرر,المخطوط
081,0,بالقاهرة مابين المعقوفتين زيادة من تستة چ فقط في نسخة ب السلطان وما ايبته من نسخة ا وتسخةوچه الكرية الفم الذي ياخذ بالنفس انظر لسان العرب لابن منظور ر ي في نسخة ا ممهررة وما انيته من تسختي ب و چ يعرف هذا الغلاء باسم الشدة العظمي وقد شبهها غير واحد من المءرخين بايام القحط التي يلفت سيع ستوات ايام,1,1657,الوافي,ترجمة,الدرر,المخطوط
081,4,الفاطميين ولد ستة هوتوفي سنة ه انظر المزيد من ترجته في وفيات الاعيان لبن خلكان واتعاظ الحنفا للمقريزي وما بعدها والنجوم الزاهرة لاين تغري پردي وجراهر البحورلابن وصيف ماه ص الاقضل شاهنشاه بن امير الجيوش بدر الجمالي وكان حسن التدبير فحل الراي وهو الذي دبردولة الامر باحكام الله انظر وفيات الاعيان لابن خلكان هو ابو عبد الله محمد بن الامير,1,1657,الوافي,ترجمة,الدرر,المخطوط
082,0,نور الدين ايي شجاع قاتك ين الامير مجد الدولة المعروف بالمامون ابن البطاءعي انظر اتعاظ الحنفا للمقريري وما يعدها في نسخة ا او يفرج الله تعالي عنهم وما اءيته من نسخة ب في نسخة ا ابقي اختم عليه وما اءيته من نخة ب مابنالمقرفتين زبادةمن تستهوبه قال ابن وصيف شاه ووقع الفلاء في ايام الاسر باحكام الله حتي وصل القمع,1,1657,الوافي,ترجمة,الدرر,المخطوط
082,3,فيزمن الفاءزيتصرالله ثم وقع غلاء ايام الفاءز بوزارة الصالح طلاءع بن رزيك بلغ فيه الاردب خمسة هو ايو الميمون عيد المجيد الملقب الحافظ ابن ايي القاسم محمد ين المستتصر يويع بالقاهرة يرم مقتل ابن عمه بالقاهرة الامر باحكام الله وهو الخليفة الشامن من الخلفاء الفاطيين ولد في عام هر وقيل هوقد توفي سنة ه وقيل ه انظر المزيد من ترجته,1,1657,الوافي,ترجمة,الدرر,المخطوط
082,4,في وفيات الاعيان لابن ا ال ل ال ل ا ال ا ا وشذرات الذهب لابن الحماد في نسخة ب وغشي وما اثبته من نسخة ا وقد اختلفت المصادر في ذكر هذا الاسم فالامام اليوطي في حسن المحاضرة يذكره رضوان بن الوحمي وابن تفري يردي في التجوم الزاهرة يذكره رضوان بن ولخمي سورة يوسف الاية هو الفاءز ينصر الله ايو,1,1657,الوافي,ترجمة,الدرر,المخطوط
083,0,القاسم عيسي ين الظافر بامر الله ابر المنصور اسماعيل بن الحافظ لدين الله ايو الميمون عيد المجيد ولد ه وتوفي سنة ه وللمزيد من ترجمته انظر وفيات الاعيان لين خلكان واتعاظ الحتفا للمقريزي وجواهر البحور لابن وصيف شاه ص هو طلاع بن رزيك الملقب بالملك الصالح ابي الغارات وزير عصامي اصله من الشيعة الامامية خل مصر وولي وزارة الخليفة الفاءز,1,1657,الوافي,ترجمة,الدرر,المخطوط
084,0,الصحة المقصود يكلمة المتجملين الفقراء الذين لا يظهرون المسكتة والذل علي انقسهم انظر لسان العرب لابن منظور ج م ل كان هذا الامير اين اخي الوزير طلاتع بن رزيك انظر التجوم الزاهرة لاين تغري بردي ارباب الجهات اهل اليسر والغني ومفردها جهة وكذلك الضراتب الديوانية كالجهة المفردة انظر صح الاعفي للقلقشندي والسلوك لمعرقة دول الملوك للمقريزي هو الملك العاول سيف,1,1657,الوافي,ترجمة,الدرر,المخطوط
084,2,التاريخ لاين الاثير الجزري علي ان ايي الكرم محمد بن محمد الشيياني ه طيعة ييروت الغاتية مكبة الكتاب العربي لعام م ما بين المعقرفين زبادةمن ب اضاف المقريزي في كتابه السلوك لمعرفة دول الملوك تقصيلات ضافية بصدد هذا الغلاء وما اعقبه في السنوات التالية من قحط ووباء ازيادة الي اثني عشر ذراعا واصابع فتكاءر مجء الناس من القري الي القاهرة,1,1657,الوافي,ترجمة,الدرر,المخطوط
